"","funkcja","czestosc","kategoria"
"10562","plotGeno",4.39976e-05,"B"
"10563","plotHours",4.39976e-05,"B"
"10564","plotInfo",4.39976e-05,"B"
"10565","plotInput",4.39976e-05,"B"
"10566","plotit",4.39976e-05,"B"
"10567","plotLinksTweets",4.39976e-05,"B"
"10568","plotLodProfile",4.39976e-05,"B"
"10569","plotLODsign",4.39976e-05,"B"
"10570","plotLook",4.39976e-05,"B"
"10571","plotly_build",4.39976e-05,"B"
"10572","plotMajors",4.39976e-05,"B"
"10573","plotMap",4.39976e-05,"B"
"10574","PlotMap",4.39976e-05,"B"
"10575","plotMeanVar",4.39976e-05,"B"
"10576","plotMissing",4.39976e-05,"B"
"10577","plotModel",4.39976e-05,"B"
"10578","PlotOnStaticMap",4.39976e-05,"B"
"10579","plotPCA",4.39976e-05,"B"
"10580","plotPheno",4.39976e-05,"B"
"10581","plotPXG",4.39976e-05,"B"
"10582","plotRF",4.39976e-05,"B"
"10583","plotSectorRates",4.39976e-05,"B"
"10584","plotSectorRates_es",4.39976e-05,"B"
"10585","plotSmear",4.39976e-05,"B"
"10586","plotting.clusterProfile",4.39976e-05,"B"
"10587","plotTracks",4.39976e-05,"B"
"10588","plotTweetsDP",4.39976e-05,"B"
"10589","plotVenn",4.39976e-05,"B"
"10590","plotWinner",4.39976e-05,"B"
"10591","pluck",4.39976e-05,"B"
"10592","pmi",4.39976e-05,"B"
"10593","pmi2",4.39976e-05,"B"
"10594","pmixnorm",4.39976e-05,"B"
"10595","pmlToSeqString",4.39976e-05,"B"
"10596","pointerType",4.39976e-05,"B"
"10597","pointz",4.39976e-05,"B"
"10598","PoissonPlot",4.39976e-05,"B"
"10599","PolityGet",4.39976e-05,"B"
"10600","polr",4.39976e-05,"B"
"10601","pop_gen",4.39976e-05,"B"
"10602","pop_ui",4.39976e-05,"B"
"10603","popularDataToDF",4.39976e-05,"B"
"10604","position_nudge",4.39976e-05,"B"
"10605","positionProfit",4.39976e-05,"B"
"10606","posix_convert",4.39976e-05,"B"
"10607","postDataToDF",4.39976e-05,"B"
"10608","posthoc.kruskal.nemenyi.test",4.39976e-05,"B"
"10609","postmean",4.39976e-05,"B"
"10610","postResample",4.39976e-05,"B"
"10611","postscript",4.39976e-05,"B"
"10612","postvar",4.39976e-05,"B"
"10613","power.t.test",4.39976e-05,"B"
"10614","powercalc",4.39976e-05,"B"
"10615","powers",4.39976e-05,"B"
"10616","ppiSim",4.39976e-05,"B"
"10617","pr",4.39976e-05,"B"
"10618","praise",4.39976e-05,"B"
"10619","precede",4.39976e-05,"B"
"10620","predict.glm",4.39976e-05,"B"
"10621","predict.lars",4.39976e-05,"B"
"10622","predict.libmf",4.39976e-05,"B"
"10623","predict.spline",4.39976e-05,"B"
"10624","predicted",4.39976e-05,"B"
"10625","predictor_PAM",4.39976e-05,"B"
"10626","preferences2",4.39976e-05,"B"
"10627","prefixTable",4.39976e-05,"B"
"10628","prep",4.39976e-05,"B"
"10629","prep_fun",4.39976e-05,"B"
"10630","prepare_data_for_plot",4.39976e-05,"B"
"10631","prepare_KEGG",4.39976e-05,"B"
"10632","prepare_potatoes",4.39976e-05,"B"
"10633","prepareData",4.39976e-05,"B"
"10634","prepareForMongo",4.39976e-05,"B"
"10635","pretty_boxplot",4.39976e-05,"B"
"10636","pretty_breaks",4.39976e-05,"B"
"10637","pretty_plot_title",4.39976e-05,"B"
"10638","print.brisk",4.39976e-05,"B"
"10639","print.data.frame",4.39976e-05,"B"
"10640","print.phylo",4.39976e-05,"B"
"10641","print.run.params",4.39976e-05,"B"
"10642","print.usage",4.39976e-05,"B"
"10643","print_fields",4.39976e-05,"B"
"10644","printmessage2",4.39976e-05,"B"
"10645","printStudyReport",4.39976e-05,"B"
"10646","proc.time",4.39976e-05,"B"
"10647","process_bare_urls",4.39976e-05,"B"
"10648","process_file",4.39976e-05,"B"
"10649","process_kill",4.39976e-05,"B"
"10650","process_read",4.39976e-05,"B"
"10651","process_write",4.39976e-05,"B"
"10652","processFetchTweets",4.39976e-05,"B"
"10653","processFigureDirectory",4.39976e-05,"B"
"10654","processTweets",4.39976e-05,"B"
"10655","processTwitterExport",4.39976e-05,"B"
"10656","proj_def_bug_fix",4.39976e-05,"B"
"10657","project",4.39976e-05,"B"
"10658","projectMercator",4.39976e-05,"B"
"10659","prompt",4.39976e-05,"B"
"10660","prototype",4.39976e-05,"B"
"10661","provCallback",4.39976e-05,"B"
"10662","provenanceTrace",4.39976e-05,"B"
"10663","pskill",4.39976e-05,"B"
"10664","psmelt",4.39976e-05,"B"
"10665","pull.argmaxgeno",4.39976e-05,"B"
"10666","pull.pheno",4.39976e-05,"B"
"10667","pull.rf",4.39976e-05,"B"
"10668","pull_markers",4.39976e-05,"B"
"10669","pulldiag",4.39976e-05,"B"
"10670","put_object",4.39976e-05,"B"
"10671","putRasterData",4.39976e-05,"B"
"10672","pv",4.39976e-05,"B"
"10673","pv_dims",4.39976e-05,"B"
"10674","pv_dims2",4.39976e-05,"B"
"10675","pv_metrics",4.39976e-05,"B"
"10676","pv_metrics2",4.39976e-05,"B"
"10677","pvcaBatchAssess",4.39976e-05,"B"
"10678","PvleProj",4.39976e-05,"B"
"10679","pwfdtest",4.39976e-05,"B"
"10680","pXgreaterY",4.39976e-05,"B"
"10681","pXgY",4.39976e-05,"B"
"10682","qda",4.39976e-05,"B"
"10683","qexp",4.39976e-05,"B"
"10684","qgamma",4.39976e-05,"B"
"10685","qi_slimmer",4.39976e-05,"B"
"10686","qmap",4.39976e-05,"B"
"10687","qmixnorm",4.39976e-05,"B"
"10688","qmplot",4.39976e-05,"B"
"10689","qog.map",4.39976e-05,"B"
"10690","qpal",4.39976e-05,"B"
"10691","qpal2",4.39976e-05,"B"
"10692","qqplot",4.39976e-05,"B"
"10693","quaDA",4.39976e-05,"B"
"10694","quakes_subset",4.39976e-05,"B"
"10695","quantiles",4.39976e-05,"B"
"10696","query_StackOverflow",4.39976e-05,"B"
"10697","query_wp",4.39976e-05,"B"
"10698","queryHits",4.39976e-05,"B"
"10699","QueryId",4.39976e-05,"B"
"10700","R",4.39976e-05,"B"
"10701","rainbow_hcl",4.39976e-05,"B"
"10702","randomGames",4.39976e-05,"B"
"10703","randomNames",4.39976e-05,"B"
"10704","rankedGeneLoadings",4.39976e-05,"B"
"10705","rasterGrob",4.39976e-05,"B"
"10706","rateplots",4.39976e-05,"B"
"10707","raw",4.39976e-05,"B"
"10708","rawToInt",4.39976e-05,"B"
"10709","RCircos.Chromosome.Ideogram.Plot",4.39976e-05,"B"
"10710","RCircos.Gene.Connector.Plot",4.39976e-05,"B"
"10711","RCircos.Gene.Name.Plot",4.39976e-05,"B"
"10712","RCircos.Get.Plot.Parameters",4.39976e-05,"B"
"10713","RCircos.Heatmap.Plot",4.39976e-05,"B"
"10714","RCircos.Histogram.Plot",4.39976e-05,"B"
"10715","RCircos.Link.Plot",4.39976e-05,"B"
"10716","RCircos.Reset.Plot.Parameters",4.39976e-05,"B"
"10717","RCircos.Scatter.Plot",4.39976e-05,"B"
"10718","RCircos.Set.Core.Components",4.39976e-05,"B"
"10719","RCircos.Set.Plot.Area",4.39976e-05,"B"
"10720","rdiri",4.39976e-05,"B"
"10721","re_assign_ycoord_df",4.39976e-05,"B"
"10722","reactionsDataToDF",4.39976e-05,"B"
"10723","reactiveAccessToken",4.39976e-05,"B"
"10724","reactiveText",4.39976e-05,"B"
"10725","reactiveTimer",4.39976e-05,"B"
"10726","reactiveValues.reset",4.39976e-05,"B"
"10727","read.align",4.39976e-05,"B"
"10728","read.ANALYZE",4.39976e-05,"B"
"10729","read.ancseq_paml_rst",4.39976e-05,"B"
"10730","read.celfile.header",4.39976e-05,"B"
"10731","read.codeml_mlc",4.39976e-05,"B"
"10732","read.cross",4.39976e-05,"B"
"10733","read.dcf",4.39976e-05,"B"
"10734","read.delim2",4.39976e-05,"B"
"10735","read.dnds_mlc",4.39976e-05,"B"
"10736","read.fasta",4.39976e-05,"B"
"10737","read.FASTA",4.39976e-05,"B"
"10738","read.nhx",4.39976e-05,"B"
"10739","read.NIFTI",4.39976e-05,"B"
"10740","read.paml_rst",4.39976e-05,"B"
"10741","read.phylo_paml_mlc",4.39976e-05,"B"
"10742","read.phylo_paml_rst",4.39976e-05,"B"
"10743","read.raxml",4.39976e-05,"B"
"10744","read.stats_beast",4.39976e-05,"B"
"10745","read.stats_beast_internal",4.39976e-05,"B"
"10746","read.tagalign.tags",4.39976e-05,"B"
"10747","read.trans_beast",4.39976e-05,"B"
"10748","read.treetext_beast",4.39976e-05,"B"
"10749","read.treetext_paml",4.39976e-05,"B"
"10750","read.treetext_paml_mlc",4.39976e-05,"B"
"10751","read.treetext_paml_rst",4.39976e-05,"B"
"10752","read.xlsx2",4.39976e-05,"B"
"10753","read_and_prep_data",4.39976e-05,"B"
"10754","read_band",4.39976e-05,"B"
"10755","read_cross2",4.39976e-05,"B"
"10756","read_csv2",4.39976e-05,"B"
"10757","read_osm",4.39976e-05,"B"
"10758","read_sf",4.39976e-05,"B"
"10759","ReadAffy",4.39976e-05,"B"
"10760","readAndClean",4.39976e-05,"B"
"10761","readAnnotation",4.39976e-05,"B"
"10762","readBStringSet",4.39976e-05,"B"
"10763","readCountmatrix",4.39976e-05,"B"
"10764","readd",4.39976e-05,"B"
"10765","readData",4.39976e-05,"B"
"10766","readDNAStringSet",4.39976e-05,"B"
"10767","readEntireLog",4.39976e-05,"B"
"10768","reader",4.39976e-05,"B"
"10769","readGenericTCGA",4.39976e-05,"B"
"10770","readGff",4.39976e-05,"B"
"10771","readImage",4.39976e-05,"B"
"10772","readJPEG",4.39976e-05,"B"
"10773","readMetadata",4.39976e-05,"B"
"10774","readNIfTI",4.39976e-05,"B"
"10775","readPeakFile",4.39976e-05,"B"
"10776","readSelectedLines",4.39976e-05,"B"
"10777","readSyslog",4.39976e-05,"B"
"10778","readTo",4.39976e-05,"B"
"10779","readTrace",4.39976e-05,"B"
"10780","readUpTo",4.39976e-05,"B"
"10781","readWKT",4.39976e-05,"B"
"10782","readWorksheet",4.39976e-05,"B"
"10783","realtime_data",4.39976e-05,"B"
"10784","rearrangePanelXYPoints",4.39976e-05,"B"
"10785","reassign_y_from_node_to_root",4.39976e-05,"B"
"10786","rebuildAnnoData.internal",4.39976e-05,"B"
"10787","Reco",4.39976e-05,"B"
"10788","recodeCohorts",4.39976e-05,"B"
"10789","recodeVar",4.39976e-05,"B"
"10790","recomb",4.39976e-05,"B"
"10791","recover_img",4.39976e-05,"B"
"10792","recover0",4.39976e-05,"B"
"10793","recycle",4.39976e-05,"B"
"10794","redblue",4.39976e-05,"B"
"10795","redpal",4.39976e-05,"B"
"10796","reducePast",4.39976e-05,"B"
"10797","refineqtl",4.39976e-05,"B"
"10798","register",4.39976e-05,"B"
"10799","registerInputHandler",4.39976e-05,"B"
"10800","relist",4.39976e-05,"B"
"10801","remapB",4.39976e-05,"B"
"10802","remapC",4.39976e-05,"B"
"10803","remoteDr",4.39976e-05,"B"
"10804","remoteDriver",4.39976e-05,"B"
"10805","remove",4.39976e-05,"B"
"10806","remove.local.tag.anomalies",4.39976e-05,"B"
"10807","remove_bad",4.39976e-05,"B"
"10808","remove_extra_empty_lines",4.39976e-05,"B"
"10809","remove_highlight_tags",4.39976e-05,"B"
"10810","remove_outliers",4.39976e-05,"B"
"10811","remove_quote_in_tree_label",4.39976e-05,"B"
"10812","removeAttributes",4.39976e-05,"B"
"10813","removeNumbers",4.39976e-05,"B"
"10814","removePunctuation",4.39976e-05,"B"
"10815","removeURL",4.39976e-05,"B"
"10816","removeWords",4.39976e-05,"B"
"10817","rename_",4.39976e-05,"B"
"10818","rename_private",4.39976e-05,"B"
"10819","render.d3movie",4.39976e-05,"B"
"10820","render_docker",4.39976e-05,"B"
"10821","renderBubbles",4.39976e-05,"B"
"10822","renderChart",4.39976e-05,"B"
"10823","renderChessboardjs",4.39976e-05,"B"
"10824","renderLogin",4.39976e-05,"B"
"10825","renderScatterplotThree",4.39976e-05,"B"
"10826","renderSimpleNetwork",4.39976e-05,"B"
"10827","renew_data",4.39976e-05,"B"
"10828","reorder.phylo",4.39976e-05,"B"
"10829","reorder_cormat",4.39976e-05,"B"
"10830","reorderqtl",4.39976e-05,"B"
"10831","repalceNAsWithMean",4.39976e-05,"B"
"10832","replace",4.39976e-05,"B"
"10833","replace_na",4.39976e-05,"B"
"10834","replacemap",4.39976e-05,"B"
"10835","replaceqtl",4.39976e-05,"B"
"10836","replaceSpace",4.39976e-05,"B"
"10837","repliesDataToDF",4.39976e-05,"B"
"10838","replyDataToDF",4.39976e-05,"B"
"10839","repository",4.39976e-05,"B"
"10840","reroot",4.39976e-05,"B"
"10841","reroot_node_mapping",4.39976e-05,"B"
"10842","resamples",4.39976e-05,"B"
"10843","reshape",4.39976e-05,"B"
"10844","resid",4.39976e-05,"B"
"10845","resize",4.39976e-05,"B"
"10846","response.function",4.39976e-05,"B"
"10847","result",4.39976e-05,"B"
"10848","results_combiner",4.39976e-05,"B"
"10849","return_days",4.39976e-05,"B"
"10850","returnChat",4.39976e-05,"B"
"10851","rev_captcha",4.39976e-05,"B"
"10852","rev_captcha2",4.39976e-05,"B"
"10853","rev_y",4.39976e-05,"B"
"10854","reverse.treeview.data",4.39976e-05,"B"
"10855","reverse_compliment",4.39976e-05,"B"
"10856","reverseloglog_trans",4.39976e-05,"B"
"10857","revgeocode",4.39976e-05,"B"
"10858","rf",4.39976e-05,"B"
"10859","rfImpute",4.39976e-05,"B"
"10860","rfsrc",4.39976e-05,"B"
"10861","rga.open",4.39976e-05,"B"
"10862","rgamma",4.39976e-05,"B"
"10863","RGB2PCT",4.39976e-05,"B"
"10864","rgl.bringtotop",4.39976e-05,"B"
"10865","rgl.snapshot",4.39976e-05,"B"
"10866","riem_measures",4.39976e-05,"B"
"10867","riem_stations",4.39976e-05,"B"
"10868","right_join",4.39976e-05,"B"
"10869","ripple",4.39976e-05,"B"
"10870","rle",4.39976e-05,"B"
"10871","rleTTest",4.39976e-05,"B"
"10872","RleViewsList",4.39976e-05,"B"
"10873","rlimit_as",4.39976e-05,"B"
"10874","rlocations",4.39976e-05,"B"
"10875","rma",4.39976e-05,"B"
"10876","rmd_yaml",4.39976e-05,"B"
"10877","rmse.fun",4.39976e-05,"B"
"10878","rmse_fun__",4.39976e-05,"B"
"10879","RNGkind",4.39976e-05,"B"
"10880","roiStamperOuter",4.39976e-05,"B"
"10881","roll_lm",4.39976e-05,"B"
"10882","rollapply",4.39976e-05,"B"
"10883","rollmean33",4.39976e-05,"B"
"10884","rollmean3f",4.39976e-05,"B"
"10885","rollmean3r",4.39976e-05,"B"
"10886","rollsum",4.39976e-05,"B"
"10887","rotate_court",4.39976e-05,"B"
"10888","rotateTextX",4.39976e-05,"B"
"10889","rotateTreePoints.df",4.39976e-05,"B"
"10890","rotationMatrix",4.39976e-05,"B"
"10891","round_time",4.39976e-05,"B"
"10892","roundAdd",4.39976e-05,"B"
"10893","rounded.tprob",4.39976e-05,"B"
"10894","roundOrientation",4.39976e-05,"B"
"10895","rowMeansListRles",4.39976e-05,"B"
"10896","rowSumsListRles",4.39976e-05,"B"
"10897","rpart.control",4.39976e-05,"B"
"10898","rpart.cv",4.39976e-05,"B"
"10899","Rprof",4.39976e-05,"B"
"10900","rrTest",4.39976e-05,"B"
"10901","rsDriver",4.39976e-05,"B"
"10902","rstandard",4.39976e-05,"B"
"10903","rsvg_raw",4.39976e-05,"B"
"10904","rtnorm",4.39976e-05,"B"
"10905","rtree",4.39976e-05,"B"
"10906","rtriang",4.39976e-05,"B"
"10907","Rtsne",4.39976e-05,"B"
"10908","run_dsc",4.39976e-05,"B"
"10909","run_svd",4.39976e-05,"B"
"10910","run_vdm",4.39976e-05,"B"
"10911","run_vdm_corr",4.39976e-05,"B"
"10912","run_vdm_jg",4.39976e-05,"B"
"10913","runDESeq2",4.39976e-05,"B"
"10914","runEdgeR",4.39976e-05,"B"
"10915","runGitHub",4.39976e-05,"B"
"10916","runit",4.39976e-05,"B"
"10917","runLimmaVoom",4.39976e-05,"B"
"10918","runmean",4.39976e-05,"B"
"10919","RunPvle",4.39976e-05,"B"
"10920","runSim",4.39976e-05,"B"
"10921","runTest",4.39976e-05,"B"
"10922","runValue",4.39976e-05,"B"
"10923","rw2d1",4.39976e-05,"B"
"10924","rw2d5",4.39976e-05,"B"
"10925","s",4.39976e-05,"B"
"10926","safe_vd_basic",4.39976e-05,"B"
"10927","sample_frac",4.39976e-05,"B"
"10928","sample_pa",4.39976e-05,"B"
"10929","sampleLines",4.39976e-05,"B"
"10930","sampler_slice",4.39976e-05,"B"
"10931","samplesize",4.39976e-05,"B"
"10932","sampleStream",4.39976e-05,"B"
"10933","sampling",4.39976e-05,"B"
"10934","sanitize",4.39976e-05,"B"
"10935","sanitize.colnames.function",4.39976e-05,"B"
"10936","sanitize.final",4.39976e-05,"B"
"10937","sanitize.numbers",4.39976e-05,"B"
"10938","sanitize.rownames.function",4.39976e-05,"B"
"10939","sanitize.text.function",4.39976e-05,"B"
"10940","save_tmap",4.39976e-05,"B"
"10941","saveAAPlot",4.39976e-05,"B"
"10942","saveCharts",4.39976e-05,"B"
"10943","saveData",4.39976e-05,"B"
"10944","saveDataset",4.39976e-05,"B"
"10945","saveFile",4.39976e-05,"B"
"10946","saveHTML",4.39976e-05,"B"
"10947","savePlot",4.39976e-05,"B"
"10948","savePlotAA",4.39976e-05,"B"
"10949","saveState",4.39976e-05,"B"
"10950","saveWorkbook",4.39976e-05,"B"
"10951","scad.loss",4.39976e-05,"B"
"10952","scale.X",4.39976e-05,"B"
"10953","scale_color_",4.39976e-05,"B"
"10954","scale_color_grey",4.39976e-05,"B"
"10955","scale_colour_gradient2",4.39976e-05,"B"
"10956","scale_nominal",4.39976e-05,"B"
"10957","scale_numeric",4.39976e-05,"B"
"10958","scale_size_manual",4.39976e-05,"B"
"10959","scale_x_chron",4.39976e-05,"B"
"10960","scale_y_comma",4.39976e-05,"B"
"10961","scale_y_date",4.39976e-05,"B"
"10962","scale_y_datetime",4.39976e-05,"B"
"10963","scale_y_reverse",4.39976e-05,"B"
"10964","scale_y_sqrt",4.39976e-05,"B"
"10965","scaleFun",4.39976e-05,"B"
"10966","scaleIntervals",4.39976e-05,"B"
"10967","scaleNodeColor",4.39976e-05,"B"
"10968","scaleToInt",4.39976e-05,"B"
"10969","scaleX_by_time_from_mrsd",4.39976e-05,"B"
"10970","scaleY",4.39976e-05,"B"
"10971","scanone.cph",4.39976e-05,"B"
"10972","scanoneboot",4.39976e-05,"B"
"10973","scantwo",4.39976e-05,"B"
"10974","scatterplot3js",4.39976e-05,"B"
"10975","scatterplotMatrix",4.39976e-05,"B"
"10976","scatterplotThreeOutput",4.39976e-05,"B"
"10977","scopus_all_archaeology_year_range",4.39976e-05,"B"
"10978","scopus_all_archaeology_year_range_term",4.39976e-05,"B"
"10979","score.sentiment",4.39976e-05,"B"
"10980","screenreg",4.39976e-05,"B"
"10981","scriptHeaders",4.39976e-05,"B"
"10982","se",4.39976e-05,"B"
"10983","search",4.39976e-05,"B"
"10984","searchDataToDF",4.39976e-05,"B"
"10985","searchListToDF",4.39976e-05,"B"
"10986","searchPageDataToDF",4.39976e-05,"B"
"10987","searchPages",4.39976e-05,"B"
"10988","seasonggplot",4.39976e-05,"B"
"10989","seastoyear",4.39976e-05,"B"
"10990","seatvec",4.39976e-05,"B"
"10991","seek",4.39976e-05,"B"
"10992","segment_built",4.39976e-05,"B"
"10993","segment_data",4.39976e-05,"B"
"10994","segment_dims",4.39976e-05,"B"
"10995","segment_metrics",4.39976e-05,"B"
"10996","segmentBuilderUI",4.39976e-05,"B"
"10997","select_",4.39976e-05,"B"
"10998","select_all",4.39976e-05,"B"
"10999","select_fun",4.39976e-05,"B"
"11000","selected",4.39976e-05,"B"
"11001","selected_data",4.39976e-05,"B"
"11002","selectParameters",4.39976e-05,"B"
"11003","selectRangesById",4.39976e-05,"B"
"11004","selectRows",4.39976e-05,"B"
"11005","send_message",4.39976e-05,"B"
"11006","sendInputMessage",4.39976e-05,"B"
"11007","sendKeysToElement",4.39976e-05,"B"
"11008","sendmail_options",4.39976e-05,"B"
"11009","separate_",4.39976e-05,"B"
"11010","sepdata",4.39976e-05,"B"
"11011","seplot",4.39976e-05,"B"
"11012","seq.dates",4.39976e-05,"B"
"11013","seq_gradient_pal",4.39976e-05,"B"
"11014","seqinfo",4.39976e-05,"B"
"11015","seqlengths",4.39976e-05,"B"
"11016","sequenceDesignMatrix",4.39976e-05,"B"
"11017","sequential.cv.feature",4.39976e-05,"B"
"11018","sequential.mean.cv",4.39976e-05,"B"
"11019","sequential.quantile.cv",4.39976e-05,"B"
"11020","serialize",4.39976e-05,"B"
"11021","set.edge.attribute",4.39976e-05,"B"
"11022","set.hyphy_",4.39976e-05,"B"
"11023","set.paml_rst_",4.39976e-05,"B"
"11024","set_branch_length",4.39976e-05,"B"
"11025","set_config",4.39976e-05,"B"
"11026","set_objective",4.39976e-05,"B"
"11027","set_units",4.39976e-05,"B"
"11028","setAnnotationCategories",4.39976e-05,"B"
"11029","setAs",4.39976e-05,"B"
"11030","setBookmarkExclude",4.39976e-05,"B"
"11031","setClassUnion",4.39976e-05,"B"
"11032","setCPLConfigOption",4.39976e-05,"B"
"11033","setDT",4.39976e-05,"B"
"11034","setequal",4.39976e-05,"B"
"11035","setgid",4.39976e-05,"B"
"11036","setHook",4.39976e-05,"B"
"11037","setInsertPoint",4.39976e-05,"B"
"11038","setkeyv",4.39976e-05,"B"
"11039","setLib",4.39976e-05,"B"
"11040","setM",4.39976e-05,"B"
"11041","setnames",4.39976e-05,"B"
"11042","setpriority",4.39976e-05,"B"
"11043","setProvCall",4.39976e-05,"B"
"11044","setProvCall.for",4.39976e-05,"B"
"11045","setProvCall.if",4.39976e-05,"B"
"11046","setProvCall.list",4.39976e-05,"B"
"11047","setProvCall.literal",4.39976e-05,"B"
"11048","setProvCall.name",4.39976e-05,"B"
"11049","setProvCall.while",4.39976e-05,"B"
"11050","setProvInfo",4.39976e-05,"B"
"11051","setReadable",4.39976e-05,"B"
"11052","setRefClass",4.39976e-05,"B"
"11053","setRegion",4.39976e-05,"B"
"11054","setSelect",4.39976e-05,"B"
"11055","setTargetVariable",4.39976e-05,"B"
"11056","setTimeLimit",4.39976e-05,"B"
"11057","setting.graph.attributes",4.39976e-05,"B"
"11058","setuid",4.39976e-05,"B"
"11059","setup_tree_data",4.39976e-05,"B"
"11060","setUTMZone",4.39976e-05,"B"
"11061","setValidity",4.39976e-05,"B"
"11062","severity",4.39976e-05,"B"
"11063","sg_axis_x",4.39976e-05,"B"
"11064","sg_fill_brewer",4.39976e-05,"B"
"11065","shading",4.39976e-05,"B"
"11066","sharesToDF",4.39976e-05,"B"
"11067","shift",4.39976e-05,"B"
"11068","shinyFunc",4.39976e-05,"B"
"11069","short_url_output",4.39976e-05,"B"
"11070","shortest_paths",4.39976e-05,"B"
"11071","show_data",4.39976e-05,"B"
"11072","showCols1",4.39976e-05,"B"
"11073","showHand",4.39976e-05,"B"
"11074","showOutput",4.39976e-05,"B"
"11075","shuffle",4.39976e-05,"B"
"11076","sigGenes",4.39976e-05,"B"
"11077","sigma",4.39976e-05,"B"
"11078","signRequest",4.39976e-05,"B"
"11079","sim.cross",4.39976e-05,"B"
"11080","sim_do_pedigree",4.39976e-05,"B"
"11081","sim_from_pedigree_allchr",4.39976e-05,"B"
"11082","sim_glm",4.39976e-05,"B"
"11083","sim_pvals",4.39976e-05,"B"
"11084","simGG",4.39976e-05,"B"
"11085","simil",4.39976e-05,"B"
"11086","simpleFall",4.39976e-05,"B"
"11087","simpleNetwork",4.39976e-05,"B"
"11088","simpleNetworkOutput",4.39976e-05,"B"
"11089","simplify",4.39976e-05,"B"
