"","autor","funkcja","pakiet"
"21837","Jinmiao Chen",".Call","package:base"
"21838","Jinmiao Chen","graph.data.frame",NA
"21839","Jinmiao Chen","jaccard_coeff",NA
"21840","Jinmiao Chen","membership",NA
"21841","Jinmiao Chen","modularity",NA
"21842","Jinmiao Chen","nn2",NA
"21843","Jinmiao Chen","ncol","package:base"
"21844","Jinmiao Chen","nrow","package:base"
"21845","Jinmiao Chen","return","package:base"
"21846","Jinmiao Chen","stop","package:base"
"21847","Jinmiao Chen","sum","package:base"
"21848","Jinmiao Chen","system.time","package:base"
"21849","Jinmiao Chen","unique","package:base"
"21850","Jinmiao Chen","rbind","package:base"
"21851","Jinmiao Chen","readline","package:base"
"21852","Jinmiao Chen","rep","package:base"
"21853","Jinmiao Chen","sapply","package:base"
"21854","Jinmiao Chen","seq","package:base"
"21855","Jinmiao Chen","sqrt","package:base"
"21856","Jinmiao Chen","t","package:base"
"21857","Jinmiao Chen","vector","package:base"
"21858","Jinmiao Chen","which","package:base"
"21859","Jinmiao Chen","list","package:base"
"21860","Jinmiao Chen","load","package:base"
"21861","Jinmiao Chen","match","package:base"
"21862","Jinmiao Chen","merge","package:base"
"21863","Jinmiao Chen","missing","package:base"
"21864","Jinmiao Chen","names",".GlobalEnv"
"21865","Jinmiao Chen","clusterMethods",NA
"21866","Jinmiao Chen","colourInput",NA
"21867","Jinmiao Chen","column",NA
"21868","Jinmiao Chen","conditionalPanel",NA
"21869","Jinmiao Chen","cytof_cluster",NA
"21870","Jinmiao Chen","cytof_clusterPlot",NA
"21871","Jinmiao Chen","cytof_expressionTrends",NA
"21872","Jinmiao Chen","cytof_progression",NA
"21873","Jinmiao Chen","cytof_progressionPlot",NA
"21874","Jinmiao Chen","cytof_writeResults",NA
"21875","Jinmiao Chen","element_text",NA
"21876","Jinmiao Chen","file_ext",NA
"21877","Jinmiao Chen","fileInput",NA
"21878","Jinmiao Chen","fluidPage",NA
"21879","Jinmiao Chen","fluidRow",NA
"21880","Jinmiao Chen","geom_line",NA
"21881","Jinmiao Chen","geom_point",NA
"21882","Jinmiao Chen","ggplot",NA
"21883","Jinmiao Chen","h4",NA
"21884","Jinmiao Chen","h5",NA
"21885","Jinmiao Chen","heatMap",NA
"21886","Jinmiao Chen","hr",NA
"21887","Jinmiao Chen","icon",NA
"21888","Jinmiao Chen","options","package:base"
"21889","Jinmiao Chen","order","package:base"
"21890","Jinmiao Chen","paste","package:base"
"21891","Jinmiao Chen","paste0","package:base"
"21892","Jinmiao Chen","path.expand","package:base"
"21893","Jinmiao Chen","print","package:base"
"21894","Jinmiao Chen","regmatches","package:base"
"21895","Jinmiao Chen","row.names","package:base"
"21896","Jinmiao Chen","sort","package:base"
"21897","Jinmiao Chen","source","package:base"
"21898","Jinmiao Chen","sprintf","package:base"
"21899","Jinmiao Chen","strsplit","package:base"
"21900","Jinmiao Chen","sub","package:base"
"21901","Jinmiao Chen","Sys.Date","package:base"
"21902","Jinmiao Chen","system.file","package:base"
"21903","Jinmiao Chen","table","package:base"
"21904","Jinmiao Chen","warning","package:base"
"21905","Jinmiao Chen","dev.copy2pdf","package:grDevices"
"21906","Jinmiao Chen","dev.off","package:grDevices"
"21907","Jinmiao Chen","IQR","package:stats"
"21908","Jinmiao Chen","quantile","package:stats"
"21909","Jinmiao Chen","rnorm","package:stats"
"21910","Jinmiao Chen","runif","package:stats"
"21911","Jinmiao Chen","pdf","package:grDevices"
"21912","Jinmiao Chen","rainbow","package:grDevices"
"21913","Jinmiao Chen","setdiff","package:base"
"21914","Jinmiao Chen","plot","package:graphics"
"21915","Jinmiao Chen","cytof_dimReduction",NA
"21916","Jinmiao Chen","compareVersion","package:utils"
"21917","Jinmiao Chen","packageVersion","package:utils"
"21918","Jinmiao Chen","imageOutput",NA
"21919","Jinmiao Chen","incProgress",NA
"21920","Jinmiao Chen","isolate",NA
"21921","Jinmiao Chen","M_heatmapPlotInput",NA
"21922","Jinmiao Chen","M_markerExpressionPlotInput",NA
"21923","Jinmiao Chen","M_stackDensityPlotInput",NA
"21924","Jinmiao Chen","numericInput",NA
"21925","Jinmiao Chen","observe",NA
"21926","Jinmiao Chen","observeEvent",NA
"21927","Jinmiao Chen","onSessionEnded",NA
"21928","Jinmiao Chen","opendir",NA
"21929","Jinmiao Chen","P_markerPlotInput",NA
"21930","Jinmiao Chen","P_scatterPlotInput",NA
"21931","Jinmiao Chen","parseFilePaths",NA
"21932","Jinmiao Chen","plotOutput",NA
"21933","Jinmiao Chen","progressionLabs",NA
"21934","Jinmiao Chen","reactive",NA
"21935","Jinmiao Chen","reactiveValues",NA
"21936","Jinmiao Chen","reload","package:devtools"
"21937","Jinmiao Chen","renderImage",NA
"21938","Jinmiao Chen","renderPlot",NA
"21939","Jinmiao Chen","renderTable",NA
"21940","Jinmiao Chen","renderText",NA
"21941","Jinmiao Chen","renderUI",NA
"21942","Jinmiao Chen","S_heatmapPlotInput",NA
"21943","Jinmiao Chen","S_rateChangePlotInput",NA
"21944","Jinmiao Chen","scatterPlot",NA
"21945","Jinmiao Chen","selectInput",NA
"21946","Jinmiao Chen","selectizeInput",NA
"21947","Jinmiao Chen","shinyApp",NA
"21948","Jinmiao Chen","shinyFileChoose",NA
"21949","Jinmiao Chen","shinyFilesButton",NA
"21950","Jinmiao Chen","sliderInput",NA
"21951","Jinmiao Chen","stackDenistyPlot",NA
"21952","Jinmiao Chen","strong",NA
"21953","Jinmiao Chen","tableOutput",NA
"21954","Jinmiao Chen","tabPanel",NA
"21955","Jinmiao Chen","tabsetPanel",NA
"21956","Jinmiao Chen","textInput",NA
"21957","Jinmiao Chen","textOutput",NA
"21958","Jinmiao Chen","theme",NA
"21959","Jinmiao Chen","theme_bw",NA
"21960","Jinmiao Chen","titlePanel",NA
"21961","Jinmiao Chen","uiOutput",NA
"21962","Jinmiao Chen","updateCheckboxGroupInput",NA
"21963","Jinmiao Chen","updateCheckboxInput",NA
"21964","Jinmiao Chen","updateSelectizeInput",NA
"21965","Jinmiao Chen","updateTabsetPanel",NA
"21966","Jinmiao Chen","visualizationFunctions",NA
"21967","Jinmiao Chen","visualizationMethods",NA
"21968","Jinmiao Chen","wellPanel",NA
"21969","Jinmiao Chen","withProgress",NA
"21970","Jinmiao Chen","xlab",NA
"21971","Jinmiao Chen","ylab",NA
"21972","Jinmiao Chen","setwd","package:base"
"21973","Jinmiao Chen","substring","package:base"
"21974","Jinmiao Chen","suppressWarnings","package:base"
"21975","Jinmiao Chen","switch","package:base"
"21976","Jinmiao Chen","toString","package:base"
"21977","Jinmiao Chen","tryCatch","package:base"
"21978","Jinmiao Chen","kronecker","package:methods"
"21979","Mike Jiang","all","package:base"
"21980","Mike Jiang","any","package:base"
"21981","Mike Jiang","as.vector","package:base"
"21982","Mike Jiang","localeToCharset","package:utils"
"21983","Mike Jiang",".cpp_getCompensation",NA
"21984","Mike Jiang",".transform.polygonGate",NA
"21985","Mike Jiang","atan","package:base"
"21986","Mike Jiang","attr","package:base"
"21987","Mike Jiang","c","package:base"
"21988","Mike Jiang","colnames","package:base"
"21989","Mike Jiang","cos","package:base"
"21990","Mike Jiang","eigen","package:base"
"21991","Mike Jiang","is","package:methods"
"21992","Mike Jiang",".transform.quadGate",NA
"21993","Mike Jiang",".transform.rectangleGate",NA
"21994","Mike Jiang","asinhtGml2",NA
"21995","Mike Jiang","compensatedParameter",NA
"21996","Mike Jiang","compensation",NA
"21997","Mike Jiang","environment","package:base"
"21998","Mike Jiang","eval","package:base"
"21999","Mike Jiang","grepl","package:base"
"22000","Mike Jiang","ifelse","package:base"
"22001","Mike Jiang","is.infinite","package:base"
"22002","Mike Jiang","is.null","package:base"
"22003","Mike Jiang","length","package:base"
"22004","Mike Jiang","list","package:base"
"22005","Mike Jiang","log10","package:base"
"22006","Mike Jiang","match.arg","package:base"
"22007","Mike Jiang","names",".GlobalEnv"
"22008","Mike Jiang","nrow","package:base"
"22009","Mike Jiang","paste","package:base"
"22010","Mike Jiang","paste0","package:base"
"22011","Mike Jiang","range","package:base"
"22012","Mike Jiang","rbind","package:base"
"22013","Mike Jiang","return","package:base"
"22014","Mike Jiang","rev","package:base"
"22015","Mike Jiang","rownames","package:base"
"22016","Mike Jiang","seq_along","package:base"
"22017","Mike Jiang","seq_len","package:base"
"22018","Mike Jiang","sin","package:base"
"22019","Mike Jiang","solve","package:base"
"22020","Mike Jiang","sqrt","package:base"
"22021","Mike Jiang","stop","package:base"
"22022","Mike Jiang","stopifnot","package:base"
"22023","Mike Jiang","sum","package:base"
"22024","Mike Jiang","as","package:methods"
"22025","Mike Jiang","setMethod","package:methods"
"22026","Mike Jiang","getCompensationMatrices",NA
"22027","Mike Jiang","getData",NA
"22028","Mike Jiang","getTransformations",NA
"22029","Mike Jiang","identifier",NA
"22030","Mike Jiang","inverse",NA
"22031","Mike Jiang","inverse.polygon",NA
"22032","Mike Jiang","is.cytof",NA
"22033","Mike Jiang","logicletGml2",NA
"22034","Mike Jiang","logtGml2",NA
"22035","Mike Jiang","parameters",NA
"22036","Mike Jiang","sampleNames",NA
"22037","Mike Jiang","trans.fun",NA
"22038","Mike Jiang","parse.gateInfo",NA
"22039","Mike Jiang","polygonGate",NA
"22040","Mike Jiang","rbindlist",NA
"22041","Mike Jiang","read.gatingML",NA
"22042","Mike Jiang","setnames",NA
"22043","Mike Jiang","setorderv",NA
"22044","Mike Jiang","smartTreeParse",NA
"22045","Mike Jiang","thisFun",NA
"22046","Mike Jiang","xmlChildren",NA
"22047","Mike Jiang","xmlElementsByTagName",NA
"22048","Mike Jiang","transform","package:base"
"22049","Mike Jiang","UseMethod","package:base"
"22050","Mike Jiang","which","package:base"
"22051","Mike Jiang","which.max","package:base"
"22052","Mike Jiang","unlist","package:base"
"22053","Mike Jiang","unname","package:base"
"22054","Mike Jiang","suppressWarnings","package:base"
"22055","Mike Jiang","unique","package:base"
"22056","Mike Jiang","warning","package:base"
"22057","Mike Jiang","plot","package:graphics"
"22058","Mike Jiang","polygon","package:graphics"
"22059","Mike Jiang","text","package:graphics"
"22060","Mike Jiang","rgb","package:grDevices"
"22061","Mike Jiang","setClass","package:methods"
"22062","Mike Jiang","setdiff","package:base"
"22063","Mike Jiang","signature","package:methods"
"22064","Mike Jiang","intersect","package:base"
"22065","Mike Jiang","xmlGetAttr",NA
"22066","Mike Jiang","xmlName",NA
"22067","Mike Jiang","xmlRoot",NA
"22068","Mike Jiang","xmlValue",NA
"22069","Mike Jiang","pData",NA
"22070","Mike Jiang","SampleListNode",NA
"22071","Mike Jiang","sampleNode",NA
"22072","Mike Jiang","saveXML",NA
"22073","Mike Jiang","spilloverMatrixNode",NA
"22074","Mike Jiang","spilloverNodes",NA
"22075","Mike Jiang","subPopulationNode",NA
"22076","Mike Jiang","transformationNode",NA
"22077","Mike Jiang","updateChannels",NA
"22078","Mike Jiang","workspaceNode",NA
"22079","Mike Jiang","xmlDimensionNode",NA
"22080","Mike Jiang","xmlNode",NA
"22081","Mike Jiang","setequal","package:base"
"22082","Benjamin Callahan","all","package:base"
"22083","Benjamin Callahan","any","package:base"
"22084","Benjamin Callahan","as.character","package:base"
"22085","Benjamin Callahan","read.table","package:utils"
"22086","Benjamin Callahan","assignSpecies",NA
"22087","Benjamin Callahan","BStringSet",NA
"22088","Benjamin Callahan","as.data.frame","package:base"
"22089","Benjamin Callahan","as.integer","package:base"
"22090","Benjamin Callahan","as.list","package:base"
"22091","Benjamin Callahan","as.matrix","package:base"
"22092","Benjamin Callahan","c","package:base"
"22093","Benjamin Callahan","cat","package:base"
"22094","Benjamin Callahan","as","package:methods"
"22095","Benjamin Callahan","median","package:stats"
"22096","Benjamin Callahan",".Call","package:base"
"22097","Benjamin Callahan","C_assign_taxonomy",NA
"22098","Benjamin Callahan","C_assign_taxonomy2",NA
"22099","Benjamin Callahan","DNAStringSet",NA
"22100","Benjamin Callahan","getSequences",NA
"22101","Benjamin Callahan","narrow",NA
"22102","Benjamin Callahan","cbind","package:base"
"22103","Benjamin Callahan","colnames","package:base"
"22104","Benjamin Callahan","do.call","package:base"
"22105","Benjamin Callahan","factor","package:base"
"22106","Benjamin Callahan","gc","package:base"
"22107","Benjamin Callahan","gregexpr","package:base"
"22108","Benjamin Callahan","grepl","package:base"
"22109","Benjamin Callahan","gsub","package:base"
"22110","Benjamin Callahan","identical","package:base"
"22111","Benjamin Callahan","is.logical","package:base"
"22112","Benjamin Callahan","is.na","package:base"
"22113","Benjamin Callahan","is.numeric","package:base"
"22114","Benjamin Callahan","lapply","package:base"
"22115","Benjamin Callahan","length","package:base"
"22116","Benjamin Callahan","list","package:base"
"22117","Benjamin Callahan","mapply","package:base"
"22118","Benjamin Callahan","match","package:base"
"22119","Benjamin Callahan","matrix","package:base"
"22120","Benjamin Callahan","max","package:base"
"22121","Benjamin Callahan","min","package:base"
"22122","Benjamin Callahan","names",".GlobalEnv"
"22123","Benjamin Callahan","nchar","package:base"
"22124","Benjamin Callahan","ncol","package:base"
"22125","Benjamin Callahan","nrow","package:base"
"22126","Benjamin Callahan","paste","package:base"
"22127","Benjamin Callahan","paste0","package:base"
"22128","Benjamin Callahan","return","package:base"
"22129","Benjamin Callahan","setMethod","package:methods"
"22130","Benjamin Callahan","signature","package:methods"
"22131","Benjamin Callahan","PDict",NA
"22132","Benjamin Callahan","rc",NA
"22133","Benjamin Callahan","readFasta",NA
"22134","Benjamin Callahan","readRNAStringSet",NA
"22135","Benjamin Callahan","reverseComplement",NA
"22136","Benjamin Callahan","setThreadOptions",NA
"22137","Benjamin Callahan","ShortRead",NA
"22138","Benjamin Callahan","sread",NA
"22139","Benjamin Callahan","vcountPDict",NA
"22140","Benjamin Callahan","width",NA
"22141","Benjamin Callahan","writeFasta",NA
"22142","Benjamin Callahan","xlab",NA
"22143","Benjamin Callahan","ylab",NA
"22144","Benjamin Callahan","ylim",NA
"22145","Benjamin Callahan","writeFastq",NA
"22146","Benjamin Callahan","yield",NA
"22147","Benjamin Callahan","rm","package:base"
"22148","Benjamin Callahan","rownames","package:base"
"22149","Benjamin Callahan","sapply","package:base"
"22150","Benjamin Callahan","seq","package:base"
"22151","Benjamin Callahan","seq_along","package:base"
"22152","Benjamin Callahan","sort","package:base"
"22153","Benjamin Callahan","stop","package:base"
"22154","Benjamin Callahan","strsplit","package:base"
"22155","Benjamin Callahan","sum","package:base"
"22156","Benjamin Callahan","unique","package:base"
"22157","Benjamin Callahan","unlist","package:base"
"22158","Benjamin Callahan","unname","package:base"
"22159","Benjamin Callahan","vector","package:base"
"22160","Benjamin Callahan","warning","package:base"
"22161","Benjamin Callahan","which","package:base"
"22162","Benjamin Callahan","t","package:base"
"22163","Benjamin Callahan","table","package:base"
"22164","Benjamin Callahan","loess","package:stats"
"22165","Benjamin Callahan","ppois","package:stats"
"22166","Benjamin Callahan","predict","package:stats"
"22167","Benjamin Callahan","id",NA
"22168","Benjamin Callahan","encoding",NA
"22169","Jianhong Ou","abs","package:base"
"22170","Jianhong Ou","apply","package:base"
"22171","Jianhong Ou","as.character","package:base"
"22172","Jianhong Ou","convert",NA
"22173","Jianhong Ou","counts",NA
